image_path,label,split,category
pill/train/good/154.png,0,train,pill
pill/train/good/117.png,0,train,pill
pill/test/good/022.png,0,train,pill
pill/train/good/064.png,0,train,pill
pill/test/color/006.png,1,train,pill
pill/test/pill_type/001.png,1,train,pill
pill/train/good/063.png,0,train,pill
pill/test/pill_type/003.png,1,train,pill
pill/test/contamination/007.png,1,train,pill
pill/train/good/150.png,0,train,pill
pill/test/pill_type/004.png,1,train,pill
pill/train/good/051.png,0,train,pill
pill/train/good/100.png,0,train,pill
pill/train/good/006.png,0,train,pill
pill/train/good/072.png,0,train,pill
pill/train/good/140.png,0,train,pill
pill/train/good/082.png,0,train,pill
pill/train/good/062.png,0,train,pill
pill/train/good/122.png,0,train,pill
pill/test/color/008.png,1,train,pill
pill/test/color/010.png,1,train,pill
pill/test/contamination/015.png,1,train,pill
pill/test/color/004.png,1,train,pill
pill/train/good/148.png,0,train,pill
pill/train/good/213.png,0,train,pill
pill/test/crack/015.png,1,train,pill
pill/train/good/215.png,0,train,pill
pill/train/good/216.png,0,train,pill
pill/test/color/012.png,1,train,pill
pill/train/good/018.png,0,train,pill
pill/test/faulty_imprint/004.png,1,train,pill
pill/test/scratch/009.png,1,train,pill
pill/train/good/258.png,0,train,pill
pill/train/good/028.png,0,train,pill
pill/train/good/019.png,0,train,pill
pill/train/good/238.png,0,train,pill
pill/test/faulty_imprint/017.png,1,train,pill
pill/test/good/004.png,0,train,pill
pill/train/good/195.png,0,train,pill
pill/train/good/147.png,0,train,pill
pill/train/good/078.png,0,train,pill
pill/train/good/259.png,0,train,pill
pill/train/good/035.png,0,train,pill
pill/test/crack/019.png,1,train,pill
pill/test/crack/023.png,1,train,pill
pill/train/good/012.png,0,train,pill
pill/test/crack/024.png,1,train,pill
pill/test/color/001.png,1,train,pill
pill/train/good/260.png,0,train,pill
pill/train/good/196.png,0,train,pill
pill/test/color/014.png,1,train,pill
pill/test/crack/017.png,1,train,pill
pill/train/good/246.png,0,train,pill
pill/test/scratch/019.png,1,train,pill
pill/test/color/002.png,1,train,pill
pill/test/faulty_imprint/018.png,1,train,pill
pill/test/scratch/014.png,1,train,pill
pill/train/good/236.png,0,train,pill
pill/train/good/036.png,0,train,pill
pill/train/good/024.png,0,train,pill
pill/train/good/098.png,0,train,pill
pill/test/pill_type/005.png,1,train,pill
pill/test/good/005.png,0,train,pill
pill/train/good/061.png,0,train,pill
pill/train/good/173.png,0,train,pill
pill/train/good/156.png,0,train,pill
pill/test/faulty_imprint/014.png,1,train,pill
pill/test/crack/016.png,1,train,pill
pill/train/good/025.png,0,train,pill
pill/train/good/146.png,0,train,pill
pill/test/good/023.png,0,train,pill
pill/train/good/119.png,0,train,pill
pill/train/good/210.png,0,train,pill
pill/train/good/167.png,0,train,pill
pill/train/good/104.png,0,train,pill
pill/train/good/057.png,0,train,pill
pill/test/combined/014.png,1,train,pill
pill/test/contamination/013.png,1,train,pill
pill/train/good/101.png,0,train,pill
pill/train/good/223.png,0,train,pill
pill/train/good/010.png,0,train,pill
pill/train/good/152.png,0,train,pill
pill/train/good/041.png,0,train,pill
pill/test/combined/003.png,1,train,pill
pill/train/good/116.png,0,train,pill
pill/train/good/185.png,0,train,pill
pill/test/crack/022.png,1,train,pill
pill/train/good/076.png,0,train,pill
pill/train/good/172.png,0,train,pill
pill/test/scratch/008.png,1,train,pill
pill/train/good/042.png,0,train,pill
pill/train/good/221.png,0,train,pill
pill/test/good/014.png,0,train,pill
pill/test/good/010.png,0,train,pill
pill/train/good/206.png,0,train,pill
pill/train/good/005.png,0,train,pill
pill/train/good/245.png,0,train,pill
pill/train/good/244.png,0,train,pill
pill/test/pill_type/007.png,1,train,pill
pill/test/contamination/002.png,1,train,pill
pill/train/good/095.png,0,train,pill
pill/test/crack/010.png,1,train,pill
pill/test/color/009.png,1,train,pill
pill/train/good/111.png,0,train,pill
pill/train/good/264.png,0,train,pill
pill/test/faulty_imprint/000.png,1,train,pill
pill/test/color/024.png,1,train,pill
pill/test/combined/008.png,1,train,pill
pill/test/contamination/019.png,1,train,pill
pill/train/good/056.png,0,train,pill
pill/train/good/200.png,0,train,pill
pill/test/combined/000.png,1,train,pill
pill/train/good/194.png,0,train,pill
pill/train/good/125.png,0,train,pill
pill/train/good/113.png,0,train,pill
pill/test/combined/010.png,1,train,pill
pill/train/good/177.png,0,train,pill
pill/train/good/135.png,0,train,pill
pill/test/crack/009.png,1,train,pill
pill/train/good/073.png,0,train,pill
pill/train/good/069.png,0,train,pill
pill/test/contamination/000.png,1,train,pill
pill/train/good/092.png,0,train,pill
pill/train/good/016.png,0,train,pill
pill/train/good/045.png,0,train,pill
pill/train/good/084.png,0,train,pill
pill/train/good/074.png,0,train,pill
pill/train/good/123.png,0,train,pill
pill/train/good/251.png,0,train,pill
pill/train/good/229.png,0,train,pill
pill/test/faulty_imprint/010.png,1,train,pill
pill/train/good/141.png,0,train,pill
pill/train/good/115.png,0,train,pill
pill/train/good/237.png,0,train,pill
pill/train/good/139.png,0,train,pill
pill/test/faulty_imprint/015.png,1,train,pill
pill/train/good/230.png,0,train,pill
pill/train/good/031.png,0,train,pill
pill/train/good/128.png,0,train,pill
pill/train/good/093.png,0,train,pill
pill/test/faulty_imprint/006.png,1,train,pill
pill/train/good/255.png,0,train,pill
pill/train/good/181.png,0,train,pill
pill/train/good/015.png,0,train,pill
pill/train/good/204.png,0,train,pill
pill/train/good/070.png,0,train,pill
pill/test/color/000.png,1,train,pill
pill/train/good/242.png,0,train,pill
pill/train/good/250.png,0,train,pill
pill/train/good/203.png,0,train,pill
