image_path,label,split,category
capsule/train/good/051.png,0,train,capsule
capsule/train/good/132.png,0,train,capsule
capsule/train/good/146.png,0,train,capsule
capsule/train/good/145.png,0,train,capsule
capsule/test/good/014.png,0,train,capsule
capsule/train/good/062.png,0,train,capsule
capsule/train/good/194.png,0,train,capsule
capsule/train/good/104.png,0,train,capsule
capsule/test/scratch/009.png,1,train,capsule
capsule/test/squeeze/001.png,1,train,capsule
capsule/train/good/045.png,0,train,capsule
capsule/train/good/036.png,0,train,capsule
capsule/test/poke/018.png,1,train,capsule
capsule/train/good/078.png,0,train,capsule
capsule/train/good/190.png,0,train,capsule
capsule/test/crack/003.png,1,train,capsule
capsule/test/faulty_imprint/017.png,1,train,capsule
capsule/test/crack/012.png,1,train,capsule
capsule/train/good/167.png,0,train,capsule
capsule/train/good/032.png,0,train,capsule
capsule/train/good/033.png,0,train,capsule
capsule/test/crack/005.png,1,train,capsule
capsule/train/good/170.png,0,train,capsule
capsule/test/good/016.png,0,train,capsule
capsule/test/crack/006.png,1,val,capsule
capsule/train/good/187.png,0,val,capsule
capsule/test/crack/011.png,1,val,capsule
capsule/train/good/110.png,0,val,capsule
capsule/train/good/059.png,0,val,capsule
capsule/train/good/092.png,0,val,capsule
capsule/train/good/213.png,0,val,capsule
capsule/test/faulty_imprint/008.png,1,val,capsule
capsule/train/good/149.png,0,val,capsule
capsule/test/crack/018.png,1,val,capsule
capsule/test/faulty_imprint/009.png,1,val,capsule
capsule/train/good/048.png,0,val,capsule
capsule/train/good/008.png,0,val,capsule
capsule/test/scratch/022.png,1,val,capsule
capsule/train/good/189.png,0,val,capsule
capsule/train/good/083.png,0,val,capsule
capsule/train/good/201.png,0,val,capsule
capsule/train/good/197.png,0,val,capsule
capsule/train/good/089.png,0,val,capsule
capsule/test/faulty_imprint/013.png,1,val,capsule
capsule/train/good/107.png,0,val,capsule
capsule/train/good/014.png,0,val,capsule
capsule/test/good/008.png,0,val,capsule
capsule/train/good/091.png,0,val,capsule
capsule/train/good/129.png,0,val,capsule
capsule/test/crack/022.png,1,val,capsule
capsule/test/crack/015.png,1,val,capsule
capsule/test/faulty_imprint/015.png,1,val,capsule
capsule/train/good/157.png,0,val,capsule
capsule/test/crack/000.png,1,val,capsule
capsule/train/good/212.png,0,val,capsule
capsule/train/good/151.png,0,val,capsule
capsule/test/crack/019.png,1,val,capsule
capsule/train/good/072.png,0,val,capsule
capsule/train/good/169.png,0,val,capsule
capsule/test/squeeze/004.png,1,val,capsule
capsule/train/good/102.png,0,val,capsule
capsule/test/crack/008.png,1,val,capsule
capsule/train/good/021.png,0,val,capsule
capsule/train/good/188.png,0,val,capsule
capsule/test/squeeze/014.png,1,val,capsule
capsule/train/good/130.png,0,val,capsule
capsule/test/scratch/020.png,1,val,capsule
capsule/train/good/174.png,0,val,capsule
capsule/train/good/163.png,0,val,capsule
capsule/train/good/171.png,0,val,capsule
capsule/train/good/052.png,0,val,capsule
capsule/train/good/001.png,0,val,capsule
capsule/train/good/071.png,0,val,capsule
capsule/train/good/013.png,0,val,capsule
capsule/train/good/214.png,0,val,capsule
capsule/train/good/074.png,0,val,capsule
capsule/test/crack/001.png,1,val,capsule
capsule/train/good/049.png,0,test,capsule
capsule/train/good/210.png,0,test,capsule
capsule/train/good/179.png,0,test,capsule
capsule/train/good/037.png,0,test,capsule
capsule/test/good/005.png,0,test,capsule
capsule/train/good/058.png,0,test,capsule
capsule/train/good/063.png,0,test,capsule
capsule/test/faulty_imprint/007.png,1,test,capsule
capsule/train/good/106.png,0,test,capsule
capsule/test/faulty_imprint/000.png,1,test,capsule
capsule/test/poke/004.png,1,test,capsule
capsule/train/good/103.png,0,test,capsule
capsule/test/poke/011.png,1,test,capsule
capsule/test/good/019.png,0,test,capsule
capsule/test/crack/002.png,1,test,capsule
capsule/test/squeeze/000.png,1,test,capsule
capsule/train/good/200.png,0,test,capsule
capsule/test/good/001.png,0,test,capsule
capsule/test/squeeze/002.png,1,test,capsule
capsule/train/good/099.png,0,test,capsule
capsule/train/good/057.png,0,test,capsule
capsule/test/good/022.png,0,test,capsule
capsule/test/squeeze/013.png,1,test,capsule
capsule/train/good/007.png,0,test,capsule
capsule/train/good/087.png,0,test,capsule
capsule/train/good/166.png,0,test,capsule
capsule/train/good/207.png,0,test,capsule
capsule/test/good/015.png,0,test,capsule
capsule/train/good/034.png,0,test,capsule
capsule/train/good/134.png,0,test,capsule
capsule/train/good/054.png,0,test,capsule
capsule/train/good/131.png,0,test,capsule
capsule/test/poke/014.png,1,test,capsule
capsule/train/good/203.png,0,test,capsule
capsule/test/crack/010.png,1,test,capsule
capsule/train/good/202.png,0,test,capsule
capsule/test/squeeze/015.png,1,test,capsule
capsule/train/good/215.png,0,test,capsule
capsule/train/good/160.png,0,test,capsule
capsule/train/good/017.png,0,test,capsule
capsule/train/good/020.png,0,test,capsule
capsule/test/good/003.png,0,test,capsule
capsule/test/poke/002.png,1,test,capsule
capsule/train/good/121.png,0,test,capsule
capsule/test/faulty_imprint/018.png,1,test,capsule
capsule/train/good/080.png,0,test,capsule
capsule/train/good/050.png,0,test,capsule
capsule/train/good/116.png,0,test,capsule
capsule/test/scratch/002.png,1,test,capsule
capsule/test/faulty_imprint/016.png,1,test,capsule
capsule/test/scratch/015.png,1,test,capsule
capsule/train/good/088.png,0,test,capsule
capsule/train/good/191.png,0,test,capsule
