image_path,label,split,category
hazelnut/train/good/209.png,0,train,hazelnut
hazelnut/test/crack/017.png,1,train,hazelnut
hazelnut/test/good/018.png,0,train,hazelnut
hazelnut/train/good/289.png,0,train,hazelnut
hazelnut/train/good/136.png,0,train,hazelnut
hazelnut/train/good/093.png,0,train,hazelnut
hazelnut/test/print/008.png,1,train,hazelnut
hazelnut/train/good/003.png,0,train,hazelnut
hazelnut/test/hole/017.png,1,train,hazelnut
hazelnut/train/good/219.png,0,train,hazelnut
hazelnut/train/good/133.png,0,train,hazelnut
hazelnut/train/good/181.png,0,train,hazelnut
hazelnut/test/print/016.png,1,train,hazelnut
hazelnut/train/good/233.png,0,train,hazelnut
hazelnut/train/good/227.png,0,train,hazelnut
hazelnut/train/good/208.png,0,train,hazelnut
hazelnut/train/good/325.png,0,train,hazelnut
hazelnut/test/cut/004.png,1,train,hazelnut
hazelnut/test/good/002.png,0,train,hazelnut
hazelnut/train/good/022.png,0,train,hazelnut
hazelnut/train/good/199.png,0,train,hazelnut
hazelnut/train/good/307.png,0,train,hazelnut
hazelnut/train/good/242.png,0,train,hazelnut
hazelnut/train/good/019.png,0,train,hazelnut
hazelnut/train/good/390.png,0,train,hazelnut
hazelnut/train/good/281.png,0,train,hazelnut
hazelnut/train/good/218.png,0,train,hazelnut
hazelnut/train/good/240.png,0,train,hazelnut
hazelnut/train/good/287.png,0,train,hazelnut
hazelnut/train/good/085.png,0,train,hazelnut
hazelnut/train/good/277.png,0,train,hazelnut
hazelnut/train/good/044.png,0,train,hazelnut
hazelnut/train/good/150.png,0,train,hazelnut
hazelnut/train/good/311.png,0,train,hazelnut
hazelnut/train/good/237.png,0,train,hazelnut
hazelnut/train/good/369.png,0,val,hazelnut
hazelnut/train/good/020.png,0,val,hazelnut
hazelnut/test/print/015.png,1,val,hazelnut
hazelnut/train/good/169.png,0,val,hazelnut
hazelnut/test/print/011.png,1,val,hazelnut
hazelnut/train/good/226.png,0,val,hazelnut
hazelnut/train/good/034.png,0,val,hazelnut
hazelnut/train/good/214.png,0,val,hazelnut
hazelnut/test/good/033.png,0,val,hazelnut
hazelnut/train/good/348.png,0,val,hazelnut
hazelnut/test/crack/015.png,1,val,hazelnut
hazelnut/train/good/187.png,0,val,hazelnut
hazelnut/train/good/189.png,0,val,hazelnut
hazelnut/train/good/135.png,0,val,hazelnut
hazelnut/train/good/130.png,0,val,hazelnut
hazelnut/train/good/001.png,0,val,hazelnut
hazelnut/train/good/235.png,0,val,hazelnut
hazelnut/train/good/349.png,0,val,hazelnut
hazelnut/train/good/013.png,0,val,hazelnut
hazelnut/train/good/270.png,0,val,hazelnut
hazelnut/train/good/201.png,0,val,hazelnut
hazelnut/test/crack/000.png,1,val,hazelnut
hazelnut/train/good/166.png,0,val,hazelnut
hazelnut/train/good/091.png,0,val,hazelnut
hazelnut/train/good/339.png,0,val,hazelnut
hazelnut/train/good/212.png,0,val,hazelnut
hazelnut/train/good/050.png,0,val,hazelnut
hazelnut/train/good/049.png,0,val,hazelnut
hazelnut/train/good/259.png,0,val,hazelnut
hazelnut/train/good/251.png,0,val,hazelnut
hazelnut/test/print/007.png,1,val,hazelnut
hazelnut/test/crack/011.png,1,val,hazelnut
hazelnut/train/good/128.png,0,val,hazelnut
hazelnut/test/hole/015.png,1,val,hazelnut
hazelnut/test/good/019.png,0,val,hazelnut
hazelnut/train/good/040.png,0,val,hazelnut
hazelnut/train/good/160.png,0,val,hazelnut
hazelnut/train/good/293.png,0,val,hazelnut
hazelnut/train/good/252.png,0,val,hazelnut
hazelnut/train/good/263.png,0,val,hazelnut
hazelnut/train/good/156.png,0,val,hazelnut
hazelnut/train/good/387.png,0,val,hazelnut
hazelnut/train/good/048.png,0,val,hazelnut
hazelnut/train/good/345.png,0,val,hazelnut
hazelnut/train/good/161.png,0,val,hazelnut
hazelnut/test/crack/013.png,1,val,hazelnut
hazelnut/train/good/374.png,0,val,hazelnut
hazelnut/test/good/025.png,0,val,hazelnut
hazelnut/train/good/064.png,0,val,hazelnut
hazelnut/train/good/358.png,0,val,hazelnut
hazelnut/train/good/217.png,0,val,hazelnut
hazelnut/test/good/017.png,0,val,hazelnut
hazelnut/train/good/372.png,0,val,hazelnut
hazelnut/train/good/207.png,0,val,hazelnut
hazelnut/train/good/149.png,0,val,hazelnut
hazelnut/train/good/054.png,0,val,hazelnut
