image_path,label,split,category
leather/train/good/051.png,0,train,leather
leather/test/good/021.png,0,train,leather
leather/test/poke/015.png,1,train,leather
leather/train/good/076.png,0,train,leather
leather/train/good/197.png,0,train,leather
leather/train/good/074.png,0,train,leather
leather/test/good/009.png,0,train,leather
leather/train/good/177.png,0,train,leather
leather/train/good/186.png,0,train,leather
leather/test/fold/010.png,1,train,leather
leather/train/good/147.png,0,train,leather
leather/train/good/201.png,0,train,leather
leather/test/fold/003.png,1,train,leather
leather/train/good/041.png,0,train,leather
leather/test/cut/011.png,1,train,leather
leather/test/fold/005.png,1,train,leather
leather/train/good/233.png,0,train,leather
leather/train/good/212.png,0,train,leather
leather/train/good/165.png,0,train,leather
leather/train/good/237.png,0,train,leather
leather/test/cut/012.png,1,train,leather
leather/train/good/140.png,0,train,leather
leather/train/good/015.png,0,train,leather
leather/train/good/010.png,0,train,leather
leather/train/good/170.png,0,train,leather
leather/test/glue/000.png,1,train,leather
leather/train/good/196.png,0,train,leather
leather/train/good/005.png,0,train,leather
leather/train/good/216.png,0,train,leather
leather/train/good/150.png,0,train,leather
leather/train/good/006.png,0,train,leather
leather/train/good/192.png,0,train,leather
leather/train/good/062.png,0,train,leather
leather/test/color/010.png,1,train,leather
leather/train/good/067.png,0,train,leather
leather/train/good/217.png,0,train,leather
leather/test/cut/004.png,1,train,leather
leather/train/good/125.png,0,train,leather
leather/test/glue/004.png,1,train,leather
leather/test/good/018.png,0,train,leather
leather/train/good/073.png,0,train,leather
leather/test/fold/006.png,1,train,leather
leather/test/glue/007.png,1,train,leather
leather/test/glue/017.png,1,train,leather
leather/test/good/015.png,0,train,leather
leather/train/good/168.png,0,train,leather
leather/train/good/078.png,0,train,leather
leather/train/good/157.png,0,train,leather
leather/train/good/060.png,0,train,leather
leather/train/good/024.png,0,train,leather
leather/train/good/023.png,0,train,leather
leather/train/good/179.png,0,train,leather
leather/train/good/022.png,0,train,leather
leather/train/good/036.png,0,train,leather
leather/train/good/026.png,0,train,leather
leather/train/good/126.png,0,train,leather
leather/test/glue/015.png,1,train,leather
leather/test/color/009.png,1,train,leather
leather/train/good/240.png,0,train,leather
leather/test/good/030.png,0,train,leather
leather/train/good/029.png,0,train,leather
leather/train/good/211.png,0,train,leather
leather/train/good/002.png,0,train,leather
leather/test/color/000.png,1,train,leather
leather/train/good/220.png,0,train,leather
leather/train/good/180.png,0,train,leather
leather/train/good/203.png,0,train,leather
leather/test/color/015.png,1,train,leather
leather/train/good/202.png,0,train,leather
leather/train/good/239.png,0,train,leather
leather/test/poke/003.png,1,train,leather
leather/train/good/000.png,0,train,leather
leather/train/good/061.png,0,train,leather
leather/test/good/027.png,0,train,leather
leather/train/good/044.png,0,train,leather
leather/train/good/223.png,0,train,leather
leather/train/good/045.png,0,train,leather
leather/train/good/142.png,0,train,leather
leather/train/good/033.png,0,train,leather
leather/train/good/146.png,0,train,leather
leather/test/poke/016.png,1,train,leather
leather/test/color/004.png,1,train,leather
leather/train/good/082.png,0,train,leather
leather/train/good/109.png,0,train,leather
leather/train/good/096.png,0,train,leather
leather/train/good/206.png,0,train,leather
leather/test/color/011.png,1,train,leather
leather/train/good/181.png,0,train,leather
leather/train/good/079.png,0,train,leather
leather/test/cut/006.png,1,train,leather
leather/train/good/167.png,0,train,leather
leather/test/cut/014.png,1,train,leather
leather/train/good/095.png,0,train,leather
leather/train/good/069.png,0,train,leather
leather/train/good/027.png,0,train,leather
leather/train/good/092.png,0,train,leather
leather/test/good/010.png,0,train,leather
leather/train/good/156.png,0,train,leather
leather/test/cut/003.png,1,train,leather
leather/train/good/127.png,0,train,leather
leather/train/good/070.png,0,train,leather
leather/test/good/013.png,0,train,leather
leather/train/good/081.png,0,train,leather
leather/train/good/242.png,0,train,leather
leather/test/fold/004.png,1,train,leather
leather/train/good/084.png,0,train,leather
leather/train/good/141.png,0,train,leather
leather/train/good/204.png,0,train,leather
leather/train/good/132.png,0,train,leather
leather/train/good/112.png,0,train,leather
leather/train/good/120.png,0,train,leather
leather/test/glue/009.png,1,train,leather
leather/test/good/023.png,0,train,leather
leather/test/color/002.png,1,train,leather
leather/test/fold/014.png,1,train,leather
leather/train/good/038.png,0,train,leather
leather/train/good/113.png,0,train,leather
leather/test/good/024.png,0,train,leather
leather/train/good/030.png,0,train,leather
leather/train/good/046.png,0,train,leather
leather/train/good/016.png,0,train,leather
leather/train/good/173.png,0,train,leather
leather/train/good/135.png,0,train,leather
leather/test/fold/013.png,1,train,leather
leather/train/good/004.png,0,train,leather
leather/test/poke/012.png,1,train,leather
leather/test/poke/011.png,1,train,leather
leather/test/glue/006.png,1,train,leather
leather/train/good/175.png,0,train,leather
leather/test/glue/018.png,1,val,leather
leather/train/good/129.png,0,val,leather
leather/test/cut/002.png,1,val,leather
leather/train/good/003.png,0,val,leather
leather/train/good/105.png,0,val,leather
leather/train/good/214.png,0,val,leather
leather/train/good/235.png,0,val,leather
leather/test/poke/009.png,1,val,leather
leather/test/fold/009.png,1,val,leather
leather/train/good/103.png,0,val,leather
leather/train/good/094.png,0,val,leather
leather/train/good/008.png,0,val,leather
leather/train/good/083.png,0,val,leather
leather/train/good/198.png,0,val,leather
leather/test/poke/007.png,1,val,leather
leather/train/good/107.png,0,val,leather
leather/train/good/131.png,0,val,leather
leather/test/cut/001.png,1,val,leather
leather/test/good/006.png,0,val,leather
leather/train/good/089.png,0,val,leather
leather/train/good/191.png,0,val,leather
leather/train/good/205.png,0,val,leather
leather/train/good/121.png,0,val,leather
leather/train/good/110.png,0,val,leather
leather/train/good/149.png,0,val,leather
leather/train/good/187.png,0,val,leather
leather/train/good/050.png,0,val,leather
leather/test/good/003.png,0,val,leather
leather/train/good/080.png,0,val,leather
leather/train/good/047.png,0,val,leather
leather/train/good/099.png,0,val,leather
leather/train/good/190.png,0,val,leather
leather/train/good/218.png,0,val,leather
leather/test/good/019.png,0,val,leather
leather/train/good/034.png,0,val,leather
